0036.jpg	Sản phẩm là những bông hoa móc len hình cánh hoa màu trắng, có nhụy tròn màu hồng ở trung tâm.
0037.jpg	Sản phẩm móc len hình ngôi sao năm cánh, phối màu hồng pastel và trắng, với viền ngoài màu be.
0038.jpg	Móc len hình ngôi sao sáu cánh màu đỏ tươi, nổi bật với họa tiết ren lưới thủ công ở trung tâm.
0039.jpg	Móc len hình vuông với trung tâm màu xanh lá nhạt tạo hình hoa bốn cánh, được bao quanh bởi khung trắng có các ô vuông rỗng ở góc.
0040.jpg	Miếng móc len hình vuông màu xanh lá cây tươi sáng, có các góc bo tròn nhẹ, nổi bật với họa tiết bốn lỗ hình cánh hoa đối xứng quanh một lỗ vuông trung tâm.
0041.jpg	Mảnh móc len hình vuông với họa tiết hoa tròn màu tím nhạt ở trung tâm, được bao quanh bởi các chi tiết lá và khung viền màu xanh lá đậm.
0042.jpg	Sản phẩm móc len hình hoa tròn với các cánh lượn sóng, đặc trưng bởi sự phối màu cam và trắng đối lập giữa phần tâm và viền ngoài.
0043.jpg	Sản phẩm móc len hình đầu chuột màu xám, nổi bật với hai tai tròn có lòng màu hồng nhạt.
0044.jpg	Khăn móc len hình vuông màu hồng tím chủ đạo, nổi bật với họa tiết hoa văn trung tâm và viền lưới màu xanh lá nhạt, cùng đường diềm sóng lượn tinh tế.
0045.jpg	Sản phẩm móc len hình vuông với hoa văn trung tâm dạng ngôi sao màu xanh nhạt, bao quanh bởi các cánh màu nâu be và viền ngoài màu kem.
0046.jpg	Sản phẩm móc len hình tròn, xếp chồng lên nhau thành khối màu tím. Mặt trên mỗi miếng nổi bật với họa tiết hoa nhiều màu sắc: tâm xanh dương, vòng vàng, xanh lá và cánh hoa hồng đậm.
0047.jpg	Sản phẩm móc len hình vuông với họa tiết trái tim màu xanh dương ôm lấy bông hoa trắng nhụy vàng, có viền trắng và đường biên ngoài cùng màu vàng.
0048.jpg	Miếng móc len hình vuông nổi bật với họa tiết bông hoa màu hồng cánh sen và lá xanh nõn chuối ở trung tâm, được bao quanh bởi khung viền màu hồng da.
0049.jpg	Sản phẩm móc len hình vuông với họa tiết hoa trung tâm màu hồng nhạt và trắng kem, được bao quanh bởi các chi tiết màu xanh dương nhạt và viền ngoài màu hồng.
0050.jpg	Sản phẩm móc len hình vuông với hoa văn bông hoa xanh nhiều lớp cánh, nhụy vàng nổi bật trên nền kem, được viền bởi màu xanh dương.
0051.jpg	Sản phẩm móc len hình vuông màu xanh rêu, với họa tiết hoa văn rỗng gồm một vòng tròn trung tâm và các cánh hoa đối xứng.
0052.jpg	Miếng móc len hình vuông với họa tiết vòng tròn đồng tâm, nổi bật bởi sự kết hợp đa dạng các màu sắc rực rỡ và tương phản.
0053.jpg	Móc len hình quả bơ với viền xanh lá cây đậm, phần thân xanh lá nhạt và hạt tròn màu nâu ở giữa, cùng khuôn mặt cười đáng yêu.
0054.jpg	Miếng lót móc len hình gà con với thân tròn đáng yêu, có các màu trắng, xanh mint, vàng chanh và tím nhạt. Mỗi chú gà đều có mào đỏ, mỏ và chân màu cam nổi bật.
0055.jpg	Móc len hình vuông với họa tiết đàn cừu nổi màu kem, hồng nhạt và xám, viền ngoài màu xám.
0056.jpg	Miếng lót móc len hình tròn với viền cánh hoa và họa tiết ren hoa ở giữa, có nhiều màu sắc pastel dịu nhẹ như hồng, xanh lá, tím, kem và nâu.
0057.jpg	Miếng móc len hình vuông với viền hồng nổi bật, trung tâm là bông hoa vàng cam bao quanh bởi các họa tiết trắng kem và xanh bạc hà.
0058.jpg	Gối móc len hình vuông màu kem, nổi bật với các họa tiết hoa tròn đan xen màu xanh dương và cam.
0059.jpg	Sản phẩm móc len hình vuông, có họa tiết hoa trung tâm với nhụy xanh lá, cánh trắng và đỏ, được bao quanh bởi bốn cụm cánh màu xanh lam nhạt và viền ngoài màu trắng.
0060.jpg	Sản phẩm móc len hình vuông với họa tiết hoa trung tâm màu hồng nhạt và kem, cánh hoa xanh lam bao quanh, cùng viền ngoài xen kẽ trắng và hồng phấn.
0061.jpg	Miếng móc len hình vuông với nền trắng, nổi bật họa tiết hoa văn trung tâm nhiều lớp màu nâu đậm, xanh lá cây đậm, hồng đào nhạt và xanh lá cây nhạt.
0062.jpg	Miếng móc len hình vuông nổi bật với họa tiết hoa hồng san hô nhụy vàng, lá xanh ở trung tâm, bao quanh bởi các lớp màu kem, cam nhạt và hồng san hô đậm dần.
0063.jpg	Sản phẩm là các ô vuông móc len (granny square) màu kem, nổi bật với bông hoa hồng nhạt và lá xanh ở trung tâm.
0064.jpg	Miếng móc len hình vuông với trung tâm trắng, chuyển sắc xanh biển, viền ngoài trắng và cam, cùng các họa tiết trắng nổi bật trên nền xanh.
0065.jpg	Sản phẩm móc len hình hoa cúc với cánh màu trắng tinh khôi và nhụy hồng tươi tắn ở giữa.
0066.jpg	Sản phẩm là một ô móc len hình vuông với họa tiết hoa văn màu vàng, hồng fuchsia và xanh lam nhạt được sắp xếp xen kẽ.
0067.jpg	Sản phẩm móc len hình lục giác, có họa tiết hoa với nhụy vàng, cánh hoa màu cam san hô và viền ngoài màu xanh lá mạ.
0068.jpg	Miếng móc len hình vuông này có hoa văn bông hoa trung tâm màu vàng, trắng và tím nhạt, được bao quanh bởi các lớp màu xanh lá nhạt, kem và viền ngoài màu xanh lá đậm.
0069.jpg	Sản phẩm móc len hình dấu chân động vật, đặc trưng bởi sự kết hợp hai tông màu xanh dương đậm và nhạt, với viền và lòng bàn chân được phối màu xen kẽ.
0070.jpg	Sản phẩm móc len hình vuông có họa tiết trung tâm xoắn ốc màu đỏ, bao quanh bởi các ô trống màu kem và viền ngoài màu đỏ đậm.
0071.jpg	Sản phẩm móc len hình bông hoa với viền cánh hoa răng cưa, có hai tông màu chính là hồng pastel hoặc xám ghi, được nhấn nhá bằng màu trắng ở vòng họa tiết bên trong.
0072.jpg	Sản phẩm móc len hình trái tim nổi bật với các vòng màu cầu vồng đồng tâm, tạo nên vẻ ngoài rực rỡ và bắt mắt.
0073.jpg	Sản phẩm móc len hình vuông với hoa văn cánh hoa tròn màu be nhạt ở trung tâm, được viền ngoài bằng màu tím nổi bật.
0074.jpg	Sản phẩm móc len hình vuông nổi bật với tâm hoa thị trắng, bao quanh bởi hình ngôi sao tám cánh màu xanh lá nhạt trên nền xanh lá đậm và viền trắng.
0075.jpg	Tấm móc len hình vuông với họa tiết hoa ở trung tâm, nổi bật với ba màu đỏ, trắng và xanh dương cùng đường viền đỏ đặc trưng.
0076.jpg	Miếng móc len hình vuông với viền lưới màu xanh lá nhạt, nền xanh lá đậm và bông hoa năm cánh màu hồng cánh sen nổi bật ở trung tâm.
0077.jpg	Miếng móc len hình vuông với viền xanh bạc hà, trung tâm là họa tiết hoa văn tròn đa sắc gồm hoa cam, lá xanh, cánh hoa tím và vòng xanh ngọc.
0078.jpg	Sản phẩm móc len hình lục giác nổi bật với họa tiết hoa văn xếp lớp từ tâm ra ngoài, phối các màu xám, xanh lá nhạt, xanh ngọc và kem.
0079.jpg	Sản phẩm móc len hình vuông với họa tiết hoa tròn đa sắc ở trung tâm, được bao quanh bởi các lớp màu sắc rực rỡ và viền ngoài màu kem nhạt.
0080.jpg	Sản phẩm móc len hình tam giác với các lớp màu xanh lá cây đậm, trắng, xanh lá mạ và hồng xếp chồng lên nhau từ ngoài vào trong.
0081.jpg	Sản phẩm móc len hình vuông với họa tiết hoa văn màu trắng chủ đạo, điểm nhấn đỏ ở trung tâm và viền ngoài màu xanh lá cây.
0082.jpg	Móc len hình vuông với họa tiết hoa hồng nổi màu hồng đậm ở trung tâm, lá xanh bạc hà và viền ngoài màu hồng nhạt.
0083.jpg	Miếng móc len hình vuông với họa tiết hoa lá màu vàng, xanh ngọc, xanh lá và xanh dương đậm ở trung tâm, được viền bởi màu kem.
0084.jpg	Miếng móc len hình vuông với họa tiết bông hoa trung tâm màu xanh dương, được viền bởi sắc xanh đậm và bao quanh bởi khung màu kem/be.
0085.jpg	Sản phẩm móc len hình tai mèo độc đáo với nhiều màu sắc tươi sáng như cam, vàng, xanh dương, be và nâu, mỗi chiếc được trang trí một chiếc nơ nhỏ xinh xắn.
0086.jpg	Chăn len móc thủ công gồm các ô vuông rực rỡ màu hồng, cam và vàng, mỗi ô nổi bật với bông hoa cúc trắng nhụy vàng ở trung tâm.
0087.jpg	Sản phẩm móc len hình vuông với trung tâm màu tím lavender, được bao quanh bởi một lớp màu xanh lá chanh tươi sáng, và hoàn thiện bằng viền ngoài màu tím nhạt.
0088.jpg	Móc len hình bông hoa nhiều tầng với các tông màu hồng đậm, cam và hồng nhạt xen kẽ, được tô điểm bằng hai chiếc lá màu xanh ô liu đối xứng hai bên.
0089.jpg	Khối vuông móc len với họa tiết cánh hoa màu hồng phấn và trắng kem xoay quanh tâm xanh ngọc, được bao quanh bởi các đường móc màu xanh ngọc và viền ngoài màu trắng kem.
0090.jpg	Sản phẩm móc len hình trái tim màu cam rực rỡ, với hoa văn ren tinh xảo và họa tiết hoa ở trung tâm.
0091.jpg	Sản phẩm móc len hình vuông màu trắng, nổi bật với bông hoa trung tâm có cánh hồng và nhụy vàng.
0092.jpg	Sản phẩm gồm các ô móc len hình vuông, mỗi ô có hoa văn đa sắc nổi bật ở trung tâm như hồng, xanh, tím, vàng, nâu hoặc đỏ, được bao quanh bởi viền trắng tinh khôi.
0093.jpg	Tấm lót móc len màu trắng ngà, hình tròn với họa tiết ren hoa văn phức tạp và đường viền sóng điệu đà.
0094.jpg	Tấm móc len hình vuông nổi bật với bông hoa đỏ sáu cánh có nhụy trắng ở trung tâm, trên nền xanh lá cây.
0095.jpg	Móc len hình ngôi sao năm cánh mềm mại, màu vàng tươi sáng, với đôi mắt đen và miệng cười đáng yêu.
0096.jpg	Miếng móc len hình vuông với họa tiết hoa hướng dương ở trung tâm, nổi bật với nhụy xanh rêu, cánh vàng tươi và các lớp nền xanh lá cây.
0097.jpg	Sản phẩm móc len hình vuông với bông hoa nhiều cánh màu xanh dương, nhụy vàng cam nổi bật trên nền kem nhạt, cùng viền ngoài xanh lam.
0098.jpg	Sản phẩm là những miếng móc len hình ngôi sao tám cánh với họa tiết bánh lái ở trung tâm, có nhiều màu sắc nổi bật như trắng, đỏ, xanh dương nhạt và vàng cam.
0099.jpg	Sản phẩm móc len hình vuông với hoa hướng dương màu vàng rực rỡ có nhụy vàng cam ở giữa, được bao quanh bởi khung viền màu nâu đất.
0100.jpg	Những miếng móc len hình lục giác với họa tiết hoa văn trung tâm màu hồng pastel, tím nhạt và xanh dương nhạt, viền ngoài màu xanh lá nhạt hoặc xanh xám.
0101.jpg	Sản phẩm móc len hình bông hoa tròn, với phần tâm màu vàng kem và các cánh hoa bên ngoài có màu tím sen rực rỡ.
0102.jpg	Miếng móc len hình tam giác, nổi bật với sự kết hợp ba màu: xanh dương đậm làm viền, hồng đất và xanh lam nhạt tạo thành họa tiết trung tâm.
0103.jpg	Bông hoa móc len tròn với các cánh lượn sóng, nổi bật bởi tâm vàng, vòng xanh ngọc và các lớp màu tím, xanh lá cây đan xen.
0104.jpg	Sản phẩm móc len hình vuông, nổi bật với họa tiết hoa cúc trung tâm màu vàng, cánh hoa trắng và hồng tím nhạt, điểm xuyết lá xanh bạc hà trên nền kem, được bao quanh bởi viền xanh rêu đậm.
0105.jpg	Sản phẩm móc len hình chữ thập màu cam đất, với mỗi cánh có lỗ hổng hình bầu dục và các điểm nhọn trang trí ở đầu.
0106.jpg	Sản phẩm móc len hình vuông, nổi bật với tâm xanh lá chanh, vòng hoa văn xám than và viền ngoài màu xanh ngọc bích.
0107.jpg	Miếng móc len hình vuông với họa tiết hoa trung tâm màu hồng phấn và kem, điểm xuyết cánh hoa xanh lam nhạt, được viền ngoài bằng các hàng móc màu kem và hồng.
0108.jpg	Khối móc len vuông với tâm hoa trắng, bao quanh bởi hình ngôi sao tám cánh màu xanh lá nhạt trên nền xanh lá đậm, và viền trắng.
0109.jpg	Sản phẩm là hình bướm móc len với thân màu nâu, cánh chia ba sọc màu xanh dương, vàng và cam.
0110.jpg	Sản phẩm móc len hình bánh sừng bò màu vàng nâu, cong nhẹ với các sọc vàng kem nổi bật trên bề mặt.
0111.jpg	Tấm móc len hình vuông nổi bật với trung tâm màu tím, bao quanh bởi các dải màu hồng đậm, cam và viền ngoài cùng màu cam cháy.
0112.jpg	Sản phẩm móc len hình tròn dẹt, nổi bật với tâm đen cùng các vòng đồng tâm màu xanh dương, trắng và xám.
0113.jpg	Tấm móc len hình vuông màu tím oải hương, nổi bật với họa tiết hoa văn xoắn ốc ở trung tâm và các lỗ trống ở bốn góc.
0114.jpg	Sản phẩm móc len hình quả bơ cắt đôi, nổi bật với viền xanh lá đậm, phần thịt vàng nhạt và hạt màu nâu ở trung tâm, thường đi kèm móc khóa và tua rua xanh.
0115.jpg	Sản phẩm móc len hình san hô màu đỏ, với các nhánh nhỏ phân tán tự nhiên.
0116.jpg	Những bông hoa móc len tám cánh với các màu sắc đa dạng như hồng, đỏ, trắng và vàng kem.
0117.jpg	Miếng móc len hình vuông, nổi bật với hoa văn trung tâm dạng ngôi sao màu tím nhạt, được bao quanh bởi các họa tiết cánh hoa xen kẽ màu tím đậm và xanh lá chanh, cùng viền ngoài màu tím nhạt.
0118.jpg	Sản phẩm móc len hình tròn họa tiết mandala, phối các sắc thái xanh dương, xanh ngọc, xám và trắng theo từng vòng, đặc trưng bởi viền ngoài có các hạt nổi.
0119.jpg	Móc len hình vuông có họa tiết hoa năm cánh màu cam đào ở giữa, được bao quanh bởi các ô vuông màu xanh lá cây và nâu sẫm, với đường viền ngoài màu cam đất.
0120.jpg	Sản phẩm là một chiếc ô móc len màu trắng ngà, với phần tán ô có họa tiết ren lưới và viền lượn sóng, cùng tay cầm hình móc câu đặc trưng.
0121.jpg	Sản phẩm là những tấm lót móc len hình vuông với họa tiết hoa văn tinh xảo, nổi bật với dải màu cầu vồng rực rỡ từ tím đến đỏ.
0122.jpg	Miếng móc len hình vuông có hoa văn trung tâm là bông hoa nhiều lớp màu hồng đậm, hồng nhạt và xanh lá nhạt, được bao quanh bởi họa tiết ren màu trắng kem.
0123.jpg	Miếng móc len hình vuông có nền màu xanh ngọc, viền màu san hô, nổi bật với bốn họa tiết hình quạt xếp lớp màu san hô, xanh nõn chuối và kem.
0124.jpg	Bông hoa móc len sáu cánh màu tím và xanh lá cây, nổi bật với nhụy và viền cánh màu tím đậm, cùng phần cánh bên trong có họa tiết lưới màu xanh lá cây tươi sáng.
0125.jpg	Miếng móc len hình vuông nổi bật với bông hoa hướng dương màu vàng tươi và nhụy vàng cam ở trung tâm, được bao quanh bởi khung viền màu nâu vàng.
0126.jpg	Móc len hình tam giác với ba cánh hoa màu vàng bao quanh nhụy xanh dương, được viền ngoài bằng màu xanh lá cây.
0127.jpg	Sản phẩm móc len màu trắng ngà hình tròn, nổi bật với hoa văn đăng ten tinh xảo ở trung tâm và viền ngoài lượn sóng.
0128.jpg	Móc len hình vuông màu xanh lá với hoa văn trung tâm màu vàng và đường viền vàng nổi bật.
0129.jpg	Sản phẩm móc len hình vuông nổi bật với trung tâm màu nâu đậm, bao quanh bởi lớp màu hồng và viền ngoài màu trắng có họa tiết ô vuông rỗng.
0130.jpg	Sản phẩm móc len hình bông hoa màu đỏ rực rỡ với nhiều cánh dài, nhụy hoa có các vòng màu đỏ sẫm, xanh lá và đen nổi bật ở giữa.
0131.jpg	Miếng móc len hình bông hoa hướng dương với tâm nâu, cánh trắng và viền cánh cam rực rỡ.
0132.jpg	Sản phẩm móc len hình hoa tám cánh màu đỏ rực rỡ, với phần trung tâm là các vòng màu hồng và xanh ngọc xen kẽ.
0133.jpg	Sản phẩm móc len hình bông hoa tròn với viền cánh hoa lượn sóng, nổi bật với họa tiết trắng ở trung tâm, có sẵn trong hai tông màu chính: hồng phấn và nâu be.
0134.jpg	Miếng móc len hình vuông màu xanh ngọc bích nổi bật, với họa tiết trung tâm là bông hoa bốn cánh hoặc cụm lá đối xứng tạo hình ren.
0135.jpg	Miếng móc len hình đầu mèo với tai nhọn, có hai phiên bản màu chủ đạo là vàng đất và xám đậm, nổi bật với chi tiết tai màu trắng và một phụ kiện móc len nhỏ màu xanh nhạt.
0136.jpg	Móc len hình tròn với tâm màu vàng, các cánh hoa màu xanh ngọc bao quanh và viền ngoài màu cam rực rỡ.
0137.jpg	Sản phẩm móc len hình thỏ màu kem/be, nổi bật với đôi tai dài, mắt đen nhỏ và chiếc đuôi bông tròn màu nâu nhạt.
0138.jpg	Sản phẩm móc len hình bông hoa nhiều cánh, nổi bật với tâm đỏ, vòng cánh hoa vàng bao quanh và lớp cánh ngoài màu xanh lá đậm.
0139.jpg	Miếng móc len hình vuông với họa tiết hoa văn trung tâm màu vàng, trắng, đỏ, được nối bởi các chi tiết màu nâu và bao quanh bởi viền trắng.
0140.jpg	Mảnh móc len hình vuông họa tiết granny square nổi bật với trung tâm màu cam đào, các lớp cánh hoa xanh ngọc và trắng, cùng viền ngoài xanh da trời nhạt.
0141.jpg	Miếng móc len hình bàn chân thú cưng màu hồng tươi, viền trắng, với các đệm ngón và đệm chính được phân tách rõ ràng bằng đường móc trắng.
0142.jpg	Miếng móc len hình vuông được ghép từ bốn ô vuông nhỏ, mỗi ô có họa tiết hoa ở trung tâm. Sản phẩm nổi bật với sự xen kẽ giữa màu xanh lá cây nhạt và xanh lá cây đậm, cùng viền ngoài màu xanh lá cây nhạt.
0143.jpg	Móc len hình chùm cherry đôi màu đỏ rực, có cuống và lá màu xanh sẫm.
0144.jpg	Sản phẩm móc len hình tròn với các vòng màu hồng, xanh lam và trắng đồng tâm, nổi bật với viền ngoài cùng màu hồng có họa tiết vỏ sò.
0145.jpg	Sản phẩm là hai con ốc sên móc len với thân và đầu màu xanh lá cây, có hai râu nhỏ. Vỏ ốc hình tròn được móc các vòng màu sắc rực rỡ và đa dạng như hồng, đỏ, cam, xanh dương.
0146.jpg	Sản phẩm móc len hình vuông màu xanh ngọc bích nổi bật với họa tiết hoa văn ren ở giữa và các cạnh lượn sóng mềm mại.
0147.jpg	Móc len hình vuông với trung tâm màu tím, bao quanh bởi các lớp xanh lá cây tươi và tím đậm đan xen, cùng viền ngoài màu tím có họa tiết mắt lưới.
0148.jpg	Móc len hình vuông màu xanh ngọc bích, có viền răng cưa và các ô vuông rỗng ở trung tâm.
0149.jpg	Sản phẩm móc len hình bông tuyết sáu cánh, với họa tiết trung tâm màu xanh dương và viền cánh hoa bằng mũi móc xích màu đen.
0150.jpg	Sản phẩm móc len hình người bánh gừng màu nâu cam, viền kem, nổi bật với chiếc nơ đỏ ở cổ.
0151.jpg	Sản phẩm là những ô vuông móc len với họa tiết hoa trắng kem ở trung tâm, bao quanh bởi các vòng màu hồng phấn, xanh dương nhạt và viền ngoài màu trắng.
0152.jpg	Sản phẩm móc len hình tam giác, nổi bật với bông hoa màu hồng ở trung tâm và viền ngoài màu xanh lá cây.
0153.jpg	Họa tiết móc len hình vuông với bông hoa cánh tròn màu vàng nổi bật ở giữa, được bao quanh bởi khung viền ren màu trắng.
0154.jpg	Sản phẩm móc len hình vuông kiểu granny square, nổi bật với các vòng màu đồng tâm đa dạng như xanh dương, cam đất và vàng nâu. Mỗi miếng được phối hợp hài hòa với trắng và các tông màu nhạt hơn ở phần giữa.
0155.jpg	Móc len hình vuông với trái tim xanh dương có hoa trắng nhụy vàng ở trung tâm, được bao quanh bởi viền trắng và bo ngoài cùng màu vàng.
0156.jpg	Tấm móc len hình vuông với hoa văn hoa trung tâm màu đỏ và xanh dương, bao quanh bởi các lớp lưới màu trắng và xanh, cùng viền ngoài màu đỏ.
0157.jpg	Sản phẩm móc len hình vuông với hoa văn granny square, nổi bật với tâm xanh lá cây, các cánh hoa cam, các mảng xanh dương và viền ngoài màu kem.
0158.jpg	Móc len hình lục giác màu xanh navy, nổi bật với họa tiết hoa trắng kem nhụy cam ở trung tâm.
0159.jpg	Sản phẩm móc len hình lục giác với hoa văn trung tâm màu trắng, lớp giữa màu xanh lá và viền ngoài màu hồng tươi.
0160.jpg	Sản phẩm móc len dáng mũ tròn, màu kem nhạt, nổi bật với họa tiết vỏ sò đan xen.
0161.jpg	Sản phẩm móc len hình chiếc lá có gân rõ nét, với các màu xanh lá cây tươi và cam đất đặc trưng.
0162.jpg	Móc len hình vuông với viền vàng tươi, hoa văn trung tâm là sự kết hợp hài hòa giữa màu be đào và xanh lá nhạt.
0163.jpg	Sản phẩm là một ô móc len hình vuông màu kem hoặc trắng ngà, nổi bật với họa tiết hoa nổi tám cánh ở trung tâm.
0164.jpg	Móc len họa tiết sò sóng nổi bật với các dải màu ngang gồm kem, cam, vàng đất, xanh ngọc bích và nâu.
0165.jpg	Miếng móc len hình lục giác nổi bật với họa tiết hoa trung tâm phối các màu pastel như hồng, xanh dương, tím, được bao quanh bởi viền xanh mint.
0166.jpg	Miếng móc len hình vuông nổi bật với họa tiết mặt trời vàng rực rỡ trên nền xanh đậm, được viền bởi dải màu xanh da trời nhạt.
0167.jpg	Miếng móc len hình bông hoa sáu cánh với tâm màu cam đào, các cánh hoa xen kẽ hồng đậm và viền ngoài màu hồng nhạt.
0168.jpg	Móc len hình trái tim với phần thân màu xám, viền ngoài và bông hoa trung tâm màu hồng.
0169.jpg	Sản phẩm móc len hình bông tuyết màu xanh lam nhạt, với sáu cánh đối xứng và các họa tiết ren rỗng tinh xảo.
0170.jpg	Sản phẩm móc len hình vuông với họa tiết hoa nổi bật ở trung tâm, gồm nhụy vàng nhạt, cánh hồng phấn và viền ngoài màu kem.
0171.jpg	Hoa móc len nhiều cánh với tông màu hồng san hô chủ đạo, kết hợp các lớp cánh màu xanh ngọc, vàng nhạt và hồng phấn ở trung tâm.
0172.jpg	Tấm móc len hình vuông này có nền màu xanh dương, nổi bật với hình quả táo màu trắng viền đỏ, cùng cuống nâu và hai lá xanh nhỏ.
